"Step","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1779039473-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MIN","1778997949-grad-compression=accumulate-grads - charts/calculated_data_transfer_total_mb__MAX","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MIN","1778988573-grad-compression=none - charts/calculated_data_transfer_total_mb__MAX"
"21122","","","","149795.98","149795.98","149795.98","","",""
"21129","","","","","","","269718.34","269718.34","269718.34"
"21139","149889.02","149889.02","149889.02","","","","","",""
"21140","","","","149889.02","149889.02","149889.02","269862.56","269862.56","269862.56"
"21151","","","","","","","270006.8","270006.8","270006.8"
"21157","149982.05","149982.05","149982.05","","","","","",""
"21158","","","","149982.05","149982.05","149982.05","","",""
"21168","","","","","","","270151.03","270151.03","270151.03"
"21175","150075.08","150075.08","150075.08","","","","","",""
"21176","","","","150075.08","150075.08","150075.08","","",""
"21179","","","","","","","270295.28","270295.28","270295.28"
"21190","","","","","","","270439.5","270439.5","270439.5"
"21193","150168.12","150168.12","150168.12","","","","","",""
"21194","","","","150168.12","150168.12","150168.12","","",""
"21201","","","","","","","270583.75","270583.75","270583.75"
"21211","150261.16","150261.16","150261.16","","","","","",""
"21212","","","","150261.16","150261.16","150261.16","270727.97","270727.97","270727.97"
"21223","","","","","","","270872.22","270872.22","270872.22"
"21229","150354.19","150354.19","150354.19","","","","","",""
"21230","","","","150354.19","150354.19","150354.19","","",""
"21234","","","","","","","271016.44","271016.44","271016.44"
"21245","","","","","","","271160.7","271160.7","271160.7"
"21247","150447.22","150447.22","150447.22","","","","","",""
"21248","","","","150447.22","150447.22","150447.22","","",""
"21256","","","","","","","271304.9","271304.9","271304.9"
"21265","150540.25","150540.25","150540.25","","","","","",""
"21266","","","","150540.25","150540.25","150540.25","","",""
"21267","","","","","","","271449.16","271449.16","271449.16"
"21278","","","","","","","271593.38","271593.38","271593.38"
"21283","150633.3","150633.3","150633.3","","","","","",""
"21284","","","","150633.3","150633.3","150633.3","","",""
"21289","","","","","","","271737.62","271737.62","271737.62"
"21300","","","","","","","271881.84","271881.84","271881.84"
"21301","150726.33","150726.33","150726.33","","","","","",""
"21302","","","","150726.33","150726.33","150726.33","","",""
"21311","","","","","","","272026.1","272026.1","272026.1"
"21319","150819.36","150819.36","150819.36","","","","","",""
"21320","","","","150819.36","150819.36","150819.36","","",""
"21322","","","","","","","272170.3","272170.3","272170.3"
"21333","","","","","","","272314.56","272314.56","272314.56"
"21344","","","","","","","272458.78","272458.78","272458.78"
"21345","150912.39","150912.39","150912.39","","","","","",""
"21346","","","","150912.39","150912.39","150912.39","","",""
"21355","","","","","","","272603.03","272603.03","272603.03"
"21363","151005.44","151005.44","151005.44","","","","","",""
"21364","","","","151005.44","151005.44","151005.44","","",""
"21366","","","","","","","272747.25","272747.25","272747.25"
"21377","","","","","","","272891.5","272891.5","272891.5"
"21381","151098.47","151098.47","151098.47","","","","","",""
"21382","","","","151098.47","151098.47","151098.47","","",""
"21388","","","","","","","273035.72","273035.72","273035.72"
"21399","151191.5","151191.5","151191.5","","","","273179.97","273179.97","273179.97"
"21400","","","","151191.5","151191.5","151191.5","","",""
"21410","","","","","","","273324.2","273324.2","273324.2"
"21417","151284.53","151284.53","151284.53","","","","","",""
"21418","","","","151284.53","151284.53","151284.53","","",""
"21421","","","","","","","273468.44","273468.44","273468.44"
"21432","","","","","","","273612.66","273612.66","273612.66"
"21435","151377.56","151377.56","151377.56","","","","","",""
"21436","","","","151377.56","151377.56","151377.56","","",""
"21443","","","","","","","273756.9","273756.9","273756.9"
"21453","151470.61","151470.61","151470.61","","","","","",""
"21454","","","","151470.61","151470.61","151470.61","","",""
"21461","","","","","","","273901.12","273901.12","273901.12"
"21471","151563.64","151563.64","151563.64","","","","","",""
"21472","","","","151563.64","151563.64","151563.64","274045.38","274045.38","274045.38"
"21483","","","","","","","274189.6","274189.6","274189.6"
"21489","151656.67","151656.67","151656.67","","","","","",""
"21490","","","","151656.67","151656.67","151656.67","","",""
"21494","","","","","","","274333.84","274333.84","274333.84"
"21505","","","","","","","274478.06","274478.06","274478.06"
"21507","151749.7","151749.7","151749.7","","","","","",""
"21508","","","","151749.7","151749.7","151749.7","","",""
"21516","","","","","","","274622.3","274622.3","274622.3"
"21525","151842.73","151842.73","151842.73","","","","","",""
"21526","","","","151842.73","151842.73","151842.73","","",""
"21527","","","","","","","274766.53","274766.53","274766.53"
"21538","","","","","","","274910.78","274910.78","274910.78"
"21543","151935.78","151935.78","151935.78","","","","","",""
"21544","","","","151935.78","151935.78","151935.78","","",""
"21549","","","","","","","275055","275055","275055"
"21560","","","","","","","275199.25","275199.25","275199.25"
"21561","152028.81","152028.81","152028.81","","","","","",""
"21562","","","","152028.81","152028.81","152028.81","","",""
"21571","","","","","","","275343.47","275343.47","275343.47"
"21579","152121.84","152121.84","152121.84","","","","","",""
"21580","","","","152121.84","152121.84","152121.84","","",""
"21582","","","","","","","275487.72","275487.72","275487.72"
"21593","","","","","","","275631.94","275631.94","275631.94"
"21597","152214.88","152214.88","152214.88","","","","","",""
"21598","","","","152214.88","152214.88","152214.88","","",""
"21604","","","","","","","275776.2","275776.2","275776.2"
"21615","152307.9","152307.9","152307.9","","","","275920.4","275920.4","275920.4"
"21616","","","","152307.9","152307.9","152307.9","","",""
"21626","","","","","","","276064.66","276064.66","276064.66"
"21633","152400.95","152400.95","152400.95","","","","","",""
"21634","","","","152400.95","152400.95","152400.95","","",""
"21637","","","","","","","276208.88","276208.88","276208.88"
"21648","","","","","","","276353.12","276353.12","276353.12"
"21651","152493.98","152493.98","152493.98","","","","","",""
"21652","","","","152493.98","152493.98","152493.98","","",""
"21659","","","","","","","276497.34","276497.34","276497.34"
"21669","152587.02","152587.02","152587.02","","","","","",""
"21670","","","","152587.02","152587.02","152587.02","276641.6","276641.6","276641.6"
"21681","","","","","","","276785.8","276785.8","276785.8"
"21687","152680.05","152680.05","152680.05","","","","","",""
"21688","","","","152680.05","152680.05","152680.05","","",""
"21692","","","","","","","276930.06","276930.06","276930.06"
"21703","","","","","","","277074.28","277074.28","277074.28"
"21705","152773.08","152773.08","152773.08","","","","","",""
"21706","","","","152773.08","152773.08","152773.08","","",""
"21714","","","","","","","277218.53","277218.53","277218.53"
"21723","152866.12","152866.12","152866.12","","","","","",""
"21724","","","","152866.12","152866.12","152866.12","","",""
"21725","","","","","","","277362.75","277362.75","277362.75"
"21736","","","","","","","277507","277507","277507"
"21741","152959.16","152959.16","152959.16","","","","","",""
"21742","","","","152959.16","152959.16","152959.16","","",""
"21752","","","","","","","277651.22","277651.22","277651.22"
"21759","153052.19","153052.19","153052.19","","","","","",""
"21760","","","","153052.19","153052.19","153052.19","","",""
"21763","","","","","","","277795.47","277795.47","277795.47"
"21774","","","","","","","277939.7","277939.7","277939.7"
"21777","153145.22","153145.22","153145.22","","","","","",""
"21778","","","","153145.22","153145.22","153145.22","","",""
"21785","","","","","","","278083.94","278083.94","278083.94"
"21795","153238.25","153238.25","153238.25","","","","","",""
"21796","","","","153238.25","153238.25","153238.25","278228.16","278228.16","278228.16"
"21807","","","","","","","278372.4","278372.4","278372.4"
"21818","","","","","","","278516.62","278516.62","278516.62"
"21821","153331.3","153331.3","153331.3","","","","","",""
"21822","","","","153331.3","153331.3","153331.3","","",""
"21829","","","","","","","278660.88","278660.88","278660.88"
"21839","153424.33","153424.33","153424.33","","","","","",""
"21840","","","","153424.33","153424.33","153424.33","278805.1","278805.1","278805.1"
"21851","","","","","","","278949.34","278949.34","278949.34"
"21857","153517.36","153517.36","153517.36","","","","","",""
"21858","","","","153517.36","153517.36","153517.36","","",""
"21862","","","","","","","279093.56","279093.56","279093.56"
"21873","","","","","","","279237.8","279237.8","279237.8"
"21875","153610.39","153610.39","153610.39","","","","","",""
"21876","","","","153610.39","153610.39","153610.39","","",""
"21884","","","","","","","279382.03","279382.03","279382.03"
"21893","153703.42","153703.42","153703.42","","","","","",""
"21894","","","","153703.42","153703.42","153703.42","","",""
"21895","","","","","","","279526.28","279526.28","279526.28"
"21906","","","","","","","279670.5","279670.5","279670.5"
"21911","153796.47","153796.47","153796.47","","","","","",""
"21912","","","","153796.47","153796.47","153796.47","","",""
"21917","","","","","","","279814.75","279814.75","279814.75"
"21928","","","","","","","279958.97","279958.97","279958.97"
"21929","153889.5","153889.5","153889.5","","","","","",""
"21930","","","","153889.5","153889.5","153889.5","","",""
"21939","","","","","","","280103.22","280103.22","280103.22"
"21947","153982.53","153982.53","153982.53","","","","","",""
"21948","","","","153982.53","153982.53","153982.53","","",""
"21950","","","","","","","280247.44","280247.44","280247.44"
"21961","","","","","","","280391.7","280391.7","280391.7"
"21965","154075.56","154075.56","154075.56","","","","","",""
"21966","","","","154075.56","154075.56","154075.56","","",""
"21972","","","","","","","280535.9","280535.9","280535.9"
"21983","154168.6","154168.6","154168.6","","","","280680.16","280680.16","280680.16"
"21984","","","","154168.61","154168.61","154168.61","","",""
"21994","","","","","","","280824.38","280824.38","280824.38"
"22001","154261.64","154261.64","154261.64","","","","","",""
"22002","","","","154261.64","154261.64","154261.64","","",""
"22005","","","","","","","280968.62","280968.62","280968.62"
"22016","","","","","","","281112.84","281112.84","281112.84"
"22019","154354.67","154354.67","154354.67","","","","","",""
"22020","","","","154354.67","154354.67","154354.67","","",""
"22027","","","","","","","281257.1","281257.1","281257.1"
"22037","154447.7","154447.7","154447.7","","","","","",""
"22038","","","","154447.7","154447.7","154447.7","","",""
"22045","","","","","","","281401.3","281401.3","281401.3"
"22055","154540.73","154540.73","154540.73","","","","","",""
"22056","","","","154540.73","154540.73","154540.73","281545.56","281545.56","281545.56"
"22067","","","","","","","281689.78","281689.78","281689.78"
"22073","154633.78","154633.78","154633.78","","","","","",""
"22074","","","","154633.78","154633.78","154633.78","","",""
"22078","","","","","","","281834.03","281834.03","281834.03"
"22089","","","","","","","281978.25","281978.25","281978.25"
"22091","154726.81","154726.81","154726.81","","","","","",""
"22092","","","","154726.81","154726.81","154726.81","","",""
"22100","","","","","","","282122.5","282122.5","282122.5"
"22109","154819.84","154819.84","154819.84","","","","","",""
"22110","","","","154819.84","154819.84","154819.84","","",""
"22111","","","","","","","282266.72","282266.72","282266.72"
"22122","","","","","","","282410.97","282410.97","282410.97"
"22127","154912.88","154912.88","154912.88","","","","","",""
"22128","","","","154912.88","154912.88","154912.88","","",""
"22133","","","","","","","282555.2","282555.2","282555.2"
"22144","","","","","","","282699.44","282699.44","282699.44"
"22145","155005.9","155005.9","155005.9","","","","","",""
"22146","","","","155005.9","155005.9","155005.9","","",""
"22155","","","","","","","282843.66","282843.66","282843.66"
"22163","155098.95","155098.95","155098.95","","","","","",""
"22164","","","","155098.95","155098.95","155098.95","","",""
"22166","","","","","","","282987.9","282987.9","282987.9"
"22177","","","","","","","283132.12","283132.12","283132.12"
"22181","155191.98","155191.98","155191.98","","","","","",""
"22182","","","","155191.98","155191.98","155191.98","","",""
"22188","","","","","","","283276.38","283276.38","283276.38"
"22199","155285.02","155285.02","155285.02","","","","283420.6","283420.6","283420.6"
"22200","","","","155285.02","155285.02","155285.02","","",""
"22210","","","","","","","283564.84","283564.84","283564.84"
"22217","155378.05","155378.05","155378.05","","","","","",""
"22218","","","","155378.05","155378.05","155378.05","","",""
